track ID, train/test set, vocals
0, validation, 4.068704605102539
1, validation, 4.289705276489258
2, validation, 6.347403526306152
3, validation, 4.591872692108154
4, validation, 4.56305456161499
5, validation, 3.605477809906006
6, validation, 5.652795791625977
7, validation, 8.070755958557129
8, validation, 8.028265953063965
9, validation, 6.5826897621154785
10, validation, 4.8150129318237305
11, validation, 5.395668983459473
12, validation, 2.504769802093506
13, validation, 5.637564659118652
