track ID, train/test set, drums, bass, other, vocals
0, train, 3.591134985846214, 19.544245557320565, 11.236907046199352, 6.484437922990599
1, train, -5.13709084637895, 11.464961775191032, 7.126090298649029, 7.263985554683229
2, train, 5.493533631261601, 12.266020931812342, 8.329330815867682, 11.042119632081068
3, train, 3.811425421199073, 4.283335735889477, -7.574242232342138, 3.6348444004482774
4, train, 3.4992664143842758, 11.532757591654752, 6.991638927190035, 11.31729144994619
5, train, 8.643021942546788, 3.8716826472008794, 4.844615255985505, 8.029741080692585
6, train, 7.895003997252434, 17.260249581017106, 7.794440904586671, 10.665654297360149
7, train, 2.487751884608353, 15.533012712883703, 6.9772164024501215, 8.188875215378872
8, train, 1.46399725182053, 6.527383618700393, 9.759891461685296, 9.320395801940087
9, train, 7.2431926032750695, 12.504379779587056, 8.803700793335917, 8.376922192001867
10, train, 8.019472613046226, 11.785649356628896, 11.294104060835153, 13.705023126516405
11, train, 10.827698880373045, 10.99353069057937, 6.270607979000083, 11.958804889120444
12, train, 6.609975298471674, 15.752885259735901, 8.933778965680025, 9.423634862552998
13, train, -2.2191890450231986, 9.058640420772916, 4.62476328238574, 10.963669830041546
14, train, 5.27879166576418, 17.100684894079805, 9.388520755621254, 6.615406354703817
15, train, 7.907660105444105, 10.259500461430264, 9.56437426853008, 9.593963753792892
16, train, 5.123256992071116, 8.893890214691925, 8.258198593701653, 9.077885071935397
17, train, 1.06915142740255, 16.853423063153386, 14.049264318802358, 10.403648968760162
18, train, 3.0360995402703033, 15.082361160675786, 8.345518384722403, 7.872764835703662
19, train, 8.42834230255361, 14.489164473917485, 7.899237865473077, 11.227131066963294
20, train, 6.495431390848259, 16.896426730167292, 7.171559137986913, 13.31421268266728
21, train, 7.606417582396066, 9.975126959545772, 13.456357537919493, 8.76908498433593
22, train, 10.053064296560803, 6.077684468625667, 5.943497031770068, 3.1333776913371185
23, train, 6.299712614237022, 13.113389680185847, 7.975955170420139, 10.5812367525144
24, train, 11.367524087372123, 9.990547536821612, 4.760399225000098, 6.885244809709714
25, train, 12.708112111600546, 15.995463923609737, 11.39481907955161, 10.431328742118597
26, train, 8.447856012762351, 15.264935376209575, 8.376777762641805, 11.67881076554157
27, train, 8.060222873184099, 16.912293823688, 11.676805996578054, 7.0777166935144695
28, train, -0.0115133436786219, 7.345049999345656, 2.526507865093405, 11.577594243123775
29, train, 6.879736516302939, 8.244614456113336, 8.578635409682498, 13.449944298456789
30, train, 7.584292984502361, 6.565154601084872, 8.240159920088495, 11.686860464970163
31, train, 13.721249663706532, 11.36917521103222, 4.555630589783549, 14.041948613312233
32, train, -1.22876799982047, 8.5957496930595, 8.158148064114277, 10.741052545936173
33, train, 14.428132471467194, 20.257344672242123, 14.361097008789166, 14.913878013005881
34, train, 7.643122836409512, 12.321216108994207, 4.441822386385915, 14.270968949688214
35, train, 8.590256375574537, 13.38260237116755, 10.644396796541624, 8.286963944695266
36, train, 7.391197511100886, 9.54954650665508, 5.262391314396719, 7.196583466694046
37, train, 3.9570108685122913, 14.477869578160384, 9.964883831186903, 10.708440089653855
38, train, 9.515551526189956, 15.66589245977428, 9.12299896648754, 12.292729898534276
39, train, 7.217732897567506, 10.39976010358463, 8.47150924903322, 12.285027136745358
40, train, -2.3184680982135237, 12.673211728021695, 9.187465575968199, 10.6409979973159
41, train, -6.798679992300581, 3.7552177744343345, 9.88602406503707, 14.046955303505943
42, train, 7.1110781388008615, 7.7409273782322305, 5.363398890898033, 10.482239691529866
43, train, 15.06708191350367, 15.148130705327013, 10.337981261146084, 14.521853280266129
44, train, 14.326514933256838, 6.669596823882746, 7.251095449809689, 8.184379501339613
45, train, 12.73285361278722, 10.479879476105328, 8.57847712971731, 8.501265888909982
46, train, 9.913075095835952, 8.32906688281803, 7.28989370317429, 10.610433387803202
47, train, 5.963876935199048, 19.463530626523145, 9.097437672008716, 11.99133784176719
48, train, 9.384238418628524, 14.067314290034354, 2.8462646589348717, 9.188219395871721
49, train, 7.891761946393916, 13.703395454804173, 4.6364910107876405, 10.35232396323947
50, train, 2.9902793699842234, 22.448350546282295, 12.06402252943827, 8.488248920840263
51, train, -13.206863150607516, 14.727275607641069, 12.163459951650783, 15.41552395377297
52, train, 6.4229571459045, 10.56537386747151, 3.1194651079560174, 9.406007405829003
53, train, 7.576171582115185, 11.452540626546849, 10.266073003793654, 13.258391409338033
54, train, 13.989620054251734, 13.148085702610455, 9.781484128912698, 14.102164205305193
55, train, 12.92807370343569, 12.79953232146952, 7.73726561913054, 11.236084881093415
56, train, 9.838882108274937, 10.651258631166886, 7.723396707133444, 9.221309917121136
57, train, 14.779291160041108, 13.839601275566379, 6.467142928572239, 13.638356025856037
58, train, 15.12836647388933, 13.667343944610469, 7.9578934824504985, 15.648316164258876
59, train, 14.560332723505804, 15.489675330503843, 7.099710454009729, 14.452766884291286
60, train, 11.38549768912901, 15.184720264860939, 8.778758782855089, 17.72146203798774
61, train, 9.84237732269224, 3.694477812624637, 5.6087858715350265, 9.165362137065282
62, train, 10.957381728927587, 12.3759456046025, 6.277995121816094, 12.192383843180519
63, train, 8.22888933507267, 9.141041620550862, 1.8579933876719124, 11.470366660531269
64, train, 16.27539058631489, 16.981684179183155, 1.4322130644934727, 16.429647696075477
65, train, 8.538674170001723, 12.190937232289993, 6.726080747605644, 11.51076917206705
66, train, 11.83141165306472, 9.764815898850955, 7.900334157728452, 11.687604021249118
67, train, 9.8896972102911, 13.595291169755512, 7.388117348238236, 10.816217880765086
68, train, 8.657257345809114, 10.341384463833544, 10.080493702201087, 10.302125669418256
69, train, 10.781832438348955, 8.86327045501714, 7.615852154867321, 11.441750479288446
70, train, 13.472531836718405, 12.297256791431838, 9.903245633659076, 11.577782806902814
71, train, 4.445602940224042, 4.2932726281450195, 8.110013558439277, 11.434105105754774
72, train, 8.729711171715167, 11.169794472202712, 9.942627961346265, 7.08849267735475
73, train, 10.65474893632194, 11.015162626697395, 5.6489947836300605, 7.852238461263115
74, train, 8.34548763718353, 17.461571375151493, 12.22724179668619, 8.159605583425908
75, train, 10.234871710024265, 9.75982300109527, 1.1487371938826614, 0.8797987555990112
76, train, 5.443787124559055, 10.937513004357823, 9.346809970340074, 12.089449791042645
77, train, 5.479651280124397, 17.710166293264486, 10.692530430665293, 8.439145635932695
78, train, 9.733196139408303, 8.052490748599647, 8.838198560658178, 8.933057096885538
79, train, 9.382368552468886, 11.984056110508863, 1.9333841562514937, 12.838102323243703
80, train, 8.107266750390632, 14.92288867963084, 8.707895897591275, 6.663588979605284
81, train, 12.295812319782797, 12.247560212325938, 10.750334089690298, 10.735124288938572
82, train, 0.5780419429949097, 6.249856995153285, 7.496667452503455, 7.708336235294485
83, train, 4.670055151718534, 9.229210549160179, 8.452731480143708, 6.953830156289362
84, train, -2.992575009766804, -9.920167299686632, 13.118704165590483, 10.248033038176931
85, train, 9.967248220082137, 18.8839272490159, 10.264673933909357, 10.9574032302728
86, train, 8.544074172461626, 14.619894410693036, 5.294426069742619, 8.713128753778193
87, train, 8.890215841569077, 10.005795779453331, 7.217365205042045, 7.1703353414228435
88, train, 10.804344984826889, 11.962120630205543, 9.205363165171388, 13.091752875648629
89, train, 4.485745072028662, 11.501069750896487, 8.68151648155732, 8.916102763868576
90, train, 7.404556736745958, 9.436921570157772, 9.00119749360919, 5.731852863931342
91, train, -5.392311886227892, 6.996427698053685, 6.666679870884452, 7.59959920336717
92, train, -13.386870502195215, -6.303413237493317, 3.493759210072484, 3.017750440892273
93, train, 7.948331253492765, 9.357543205427529, 3.5032276368003514, 6.37278491963976
94, train, 11.983380698507837, 11.477771393763414, 4.694278105835557, 11.486370085490318
95, train, -6.053315627270019, 3.333270396317044, 5.980527140115404, 7.417070835182798
96, train, 9.815680563297, 4.19633112292308, 8.48462464425046, 5.2907407935146935
97, train, 4.428512779768823, 13.357794457743973, 6.864803692657569, 10.723551366866616
98, train, 9.115204766465645, 14.494540871442037, 9.809325898261033, 10.326922240107141
99, train, 5.8933446347198135, 8.675925755594289, 2.839636584691798, 9.314342487726528
