track ID, train/test set, vocals
0, validation, 1.6042786836624146
1, validation, 0.5087825059890747
2, validation, 2.192622184753418
3, validation, -5.840762138366699
4, validation, -8.539728164672852
5, validation, -0.7620685696601868
6, validation, 1.9368535280227661
7, validation, 2.0537075996398926
8, validation, -3.0274829864501953
9, validation, 0.5656670331954956
10, validation, 3.4873270988464355
11, validation, 1.1577364206314087
12, validation, 2.2407748699188232
13, validation, 5.983914852142334
